fromFIPS; toFIPS; flow; weightedflow; distance; popdiff; fromname; toname;
01051; 01001; 239; 14.7076923077; 0.505382726258; -3.77582881446; ElmoreCounty, Alabama; AutaugaCounty, Alabama; 
01101; 01001; 203; 1.64481680144; 0.552102934243; -5.0536008199; MontgomeryCounty, Alabama; AutaugaCounty, Alabama; 
01125; 01001; 4; 0.0678875103953; 1.1575628579; -4.68698463742; TuscaloosaCounty, Alabama; AutaugaCounty, Alabama; 
01001; 01003; 35; 3.38066260987; 2.17647121966; 3.9168222846; AutaugaCounty, Alabama; BaldwinCounty, Alabama; 
01005; 01003; 6; 0.478201960628; 2.63550722253; 3.78268756823; BarbourCounty, Alabama; BaldwinCounty, Alabama; 
01015; 01003; 71; 3.03276237666; 3.65889443685; -3.68133170597; CalhounCounty, Alabama; BaldwinCounty, Alabama; 
01031; 01003; 3; 0.34344590727; 75.2245997786; 3.9945371043; CoffeeCounty, Alabama; BaldwinCounty, Alabama; 
01039; 01003; 10; 2.10526315789; 1.42297624014; 4.14176323028; CovingtonCounty, Alabama; BaldwinCounty, Alabama; 
01047; 01003; 25; 0.85193388993; 1.78950422743; -4.03080204877; DallasCounty, Alabama; BaldwinCounty, Alabama; 
01051; 01003; 12; 0.738461538462; 2.51523654752; 3.37291200297; ElmoreCounty, Alabama; BaldwinCounty, Alabama; 
01053; 01003; 21; 1.6710432084; 0.739951356509; 3.78125259425; EscambiaCounty, Alabama; BaldwinCounty, Alabama; 
01063; 01003; 13; 1.87238945701; 2.19606700262; 4.06695919787; GreeneCounty, Alabama; BaldwinCounty, Alabama; 
01065; 01003; 16; 1.74405929802; 2.09711021408; 3.97478793221; HaleCounty, Alabama; BaldwinCounty, Alabama; 
01069; 01003; 7; 0.260097350723; 2.49998625996; -3.91923503792; HoustonCounty, Alabama; BaldwinCounty, Alabama; 
01073; 01003; 10; 0.0362636804735; 3.0162963863; -5.41018315089; JeffersonCounty, Alabama; BaldwinCounty, Alabama; 
01081; 01003; 23; 0.69459124815; 3.08361736277; -4.16145784697; LeeCounty, Alabama; BaldwinCounty, Alabama; 
01097; 01003; 170; 1.17121027358; 0.451209862481; -5.10222439804; MobileCounty, Alabama; BaldwinCounty, Alabama; 
01101; 01003; 24; 0.194461099678; 2.18255634521; -5.02039443363; MontgomeryCounty, Alabama; BaldwinCounty, Alabama; 
01103; 01003; 13; 0.885498263061; 3.90036193192; 3.59428202881; MorganCounty, Alabama; BaldwinCounty, Alabama; 
01117; 01003; 30; 1.3611615245; 2.81418977683; -3.53529412004; ShelbyCounty, Alabama; BaldwinCounty, Alabama; 
12033; 01003; 3; 0.0457610055218; 0.409774035293; -4.67161709591; EscambiaCounty, Florida; BaldwinCounty, Alabama; 
22051; 01003; 8; 0.0694558998446; 2.56536953478; -4.98484672858; JeffersonParish, Louisiana; BaldwinCounty, Alabama; 
22071; 01003; 17; 0.0761427003785; 2.27113569828; -5.31102235952; OrleansParish, Louisiana; BaldwinCounty, Alabama; 
01003; 01005; 19; 1.01925862346; 2.63550722253; -3.79105874359; BaldwinCounty, Alabama; BarbourCounty, Alabama; 
01007; 01005; 12; 2.58286698235; 2.06778478812; 3.89287340689; BibbCounty, Alabama; BarbourCounty, Alabama; 
01011; 01005; 25; 3.23289796974; 0.388106235456; 3.6745856023; BullockCounty, Alabama; BarbourCounty, Alabama; 
01013; 01005; 11; 1.19435396308; 1.28203480842; 3.51188336098; ButlerCounty, Alabama; BarbourCounty, Alabama; 
01015; 01005; 10; 0.427149630516; 1.94631796477; -4.03945377896; CalhounCounty, Alabama; BarbourCounty, Alabama; 
01031; 01005; 29; 3.31997710361; 72.6716929433; 3.57112627708; CoffeeCounty, Alabama; BarbourCounty, Alabama; 
01051; 01005; 28; 1.72307692308; 1.03516126763; -3.57863920997; ElmoreCounty, Alabama; BarbourCounty, Alabama; 
01055; 01005; 18; 1.15503080082; 2.26604721928; -3.49471102521; EtowahCounty, Alabama; BarbourCounty, Alabama; 
01067; 01005; 52; 10.4501607717; 0.390504724683; 3.87413377883; HenryCounty, Alabama; BarbourCounty, Alabama; 
01069; 01005; 23; 0.854605580946; 0.720804453371; -4.15995800268; HoustonCounty, Alabama; BarbourCounty, Alabama; 
01073; 01005; 24; 0.0870328331363; 2.24837609176; -5.42044756024; JeffersonCounty, Alabama; BarbourCounty, Alabama; 
01081; 01005; 11; 0.332195814333; 0.735269556013; -4.31498314504; LeeCounty, Alabama; BarbourCounty, Alabama; 
01083; 01005; 5; 0.45322697607; 3.33541963777; 3.15472820744; LimestoneCounty, Alabama; BarbourCounty, Alabama; 
01089; 01005; 26; 0.319732408569; 3.11212472758; -4.83795440435; MadisonCounty, Alabama; BarbourCounty, Alabama; 
01097; 01005; 33; 0.227352582519; 3.03266754195; -5.12283492108; MobileCounty, Alabama; BarbourCounty, Alabama; 
01101; 01005; 101; 0.81835712781; 0.865061593183; -5.04515862005; MontgomeryCounty, Alabama; BarbourCounty, Alabama; 
01103; 01005; 9; 0.613037259042; 2.95846301988; -3.34654855855; MorganCounty, Alabama; BarbourCounty, Alabama; 
01105; 01005; 29; 4.06732117812; 2.03874792949; 3.72672720903; PerryCounty, Alabama; BarbourCounty, Alabama; 
01115; 01005; 9; 1.14825210513; 2.05488036878; 3.66482994114; St.ClairCounty, Alabama; BarbourCounty, Alabama; 
01121; 01005; 25; 0.977861221935; 1.68502763182; -4.11747016362; TalladegaCounty, Alabama; BarbourCounty, Alabama; 
01125; 01005; 11; 0.186690653587; 2.54924438217; -4.66708855307; TuscaloosaCounty, Alabama; BarbourCounty, Alabama; 
UR; 01005; 51; .; 200; .; Europe; BarbourCounty, Alabama; 
01003; 01007; 4; 0.214580762835; 2.43651406111; -4.14154383422; BaldwinCounty, Alabama; BibbCounty, Alabama; 
01005; 01007; 23; 1.83310751574; 2.06778478812; -3.88980575187; BarbourCounty, Alabama; BibbCounty, Alabama; 
01021; 01007; 8; 1.81942233341; 0.431948480724; 2.5921767574; ChiltonCounty, Alabama; BibbCounty, Alabama; 
01031; 01007; 38; 4.35031482541; 73.2121907515; -3.5962671264; CoffeeCounty, Alabama; BibbCounty, Alabama; 
01051; 01007; 22; 1.35384615385; 1.06970524912; -4.05926040412; ElmoreCounty, Alabama; BibbCounty, Alabama; 
01069; 01007; 22; 0.817448816557; 2.6082327216; -4.34488327937; HoustonCounty, Alabama; BibbCounty, Alabama; 
01073; 01007; 84; 0.304614915977; 0.584970187275; -5.43292121133; JeffersonCounty, Alabama; BibbCounty, Alabama; 
01081; 01007; 15; 0.452994292272; 1.8212660569; -4.45216991854; LeeCounty, Alabama; BibbCounty, Alabama; 
01089; 01007; 22; 0.270542807251; 1.8408676677; -4.88383171333; MadisonCounty, Alabama; BibbCounty, Alabama; 
01097; 01007; 36; 0.248020999111; 2.56487349591; -5.14724645368; MobileCounty, Alabama; BibbCounty, Alabama; 
01101; 01007; 73; 0.591485844852; 1.22969578758; -5.0741945304; MontgomeryCounty, Alabama; BibbCounty, Alabama; 
01103; 01007; 31; 2.11157278115; 1.46572932358; -3.99532800908; MorganCounty, Alabama; BibbCounty, Alabama; 
01105; 01007; 15; 2.10378681627; 0.412028069432; -3.36958689074; PerryCounty, Alabama; BibbCounty, Alabama; 
01115; 01007; 46; 5.86884409288; 1.06980402878; -3.48429983935; St.ClairCounty, Alabama; BibbCounty, Alabama; 
01125; 01007; 5; 0.0848593879941; 0.481532813004; -4.73346209595; TuscaloosaCounty, Alabama; BibbCounty, Alabama; 
01051; 01009; 9; 0.553846153846; 1.44400564057; -4.1866456106; ElmoreCounty, Alabama; BlountCounty, Alabama; 
01125; 01009; 15; 0.254578163982; 1.17703661795; -4.76372740377; TuscaloosaCounty, Alabama; BlountCounty, Alabama; 
26163; 01009; 15; 0.0212187183045; 8.94061406896; -5.8488305365; WayneCounty, Michigan; BlountCounty, Alabama; 
01005; 01011; 9; 0.717302940942; 0.388106235456; -3.6996643202; BarbourCounty, Alabama; BullockCounty, Alabama; 
01053; 01011; 3; 0.238720458343; 1.7511086317; -3.70139526901; EscambiaCounty, Alabama; BullockCounty, Alabama; 
01073; 01011; 68; 0.24659302722; 1.87034258359; -5.428489539; JeffersonCounty, Alabama; BullockCounty, Alabama; 
01097; 01011; 4; 0.0275578887901; 2.85576335329; -5.13864999485; MobileCounty, Alabama; BullockCounty, Alabama; 
01101; 01011; 5; 0.0405127290995; 0.49715507641; -5.06400473872; MontgomeryCounty, Alabama; BullockCounty, Alabama; 
01005; 01013; 58; 4.62261895274; 1.28203480842; -3.564429327; BarbourCounty, Alabama; ButlerCounty, Alabama; 
01001; 01015; 16; 1.54544576451; 1.4838236991; 4.12139568071; AutaugaCounty, Alabama; CalhounCounty, Alabama; 
01009; 01015; 73; 69.457659372; 0.772586940092; 4.35270335905; BlountCounty, Alabama; CalhounCounty, Alabama; 
01019; 01015; 18; 14.1176470588; 0.342066850192; 4.34836328439; CherokeeCounty, Alabama; CalhounCounty, Alabama; 
01023; 01015; 26; 4.27280197206; 3.00962193307; 4.24286429614; ChoctawCounty, Alabama; CalhounCounty, Alabama; 
01051; 01015; 25; 1.53846153846; 1.21736530672; 3.86498546066; ElmoreCounty, Alabama; CalhounCounty, Alabama; 
01055; 01015; 7; 0.449178644764; 0.34788276761; 3.90276414392; EtowahCounty, Alabama; CalhounCounty, Alabama; 
01069; 01015; 27; 1.0032326385; 2.66604414817; -3.52309583825; HoustonCounty, Alabama; CalhounCounty, Alabama; 
01073; 01015; 336; 1.21845966391; 1.09596117176; -5.40171064039; JeffersonCounty, Alabama; CalhounCounty, Alabama; 
01089; 01015; 92; 1.13136083032; 1.23116550471; -4.76147677954; MadisonCounty, Alabama; CalhounCounty, Alabama; 
01097; 01015; 63; 0.434036748445; 3.89444217315; -5.08482998906; MobileCounty, Alabama; CalhounCounty, Alabama; 
01101; 01015; 48; 0.388922199355; 1.61379283057; -4.99930457234; MontgomeryCounty, Alabama; CalhounCounty, Alabama; 
01111; 01015; 5; 1.1013215859; 0.595342204115; 4.27962132248; RandolphCounty, Alabama; CalhounCounty, Alabama; 
01117; 01015; 27; 1.22504537205; 0.995454067248; 3.18695633547; ShelbyCounty, Alabama; CalhounCounty, Alabama; 
01121; 01015; 162; 6.33654071814; 0.535562452007; -3.29841638006; TalladegaCounty, Alabama; CalhounCounty, Alabama; 
01125; 01015; 27; 0.458240695168; 1.76716222798; -4.54830341071; TuscaloosaCounty, Alabama; CalhounCounty, Alabama; 
01127; 01015; 5; 1.37098985468; 1.47863257437; 4.29952908915; WalkerCounty, Alabama; CalhounCounty, Alabama; 
13045; 01015; 10; 0.522275030031; 0.765816067995; 3.64650175003; CarrollCounty, Georgia; CalhounCounty, Alabama; 
13063; 01015; 33; 0.192346923906; 1.42658768045; -5.17022356623; ClaytonCounty, Georgia; CalhounCounty, Alabama; 
13067; 01015; 5; 0.0274441785408; 1.25968003874; -5.20033056512; CobbCounty, Georgia; CalhounCounty, Alabama; 
13077; 01015; 20; 0.885700367566; 1.14014269721; 2.99869515831; CowetaCounty, Georgia; CalhounCounty, Alabama; 
13097; 01015; 63; 1.14726931692; 1.05907757978; -4.49602969904; DouglasCounty, Georgia; CalhounCounty, Alabama; 
13115; 01015; 4; 0.313307746534; 0.782689625586; 4.03386586735; FloydCounty, Georgia; CalhounCounty, Alabama; 
42077; 01015; 21; 0.90345895715; 12.3090041782; 2.52374646681; LehighCounty, Pennsylvania; CalhounCounty, Alabama; 
45079; 01015; 86; 0.493790299891; 4.93275176752; -5.17778171329; RichlandCounty, SouthCarolina; CalhounCounty, Alabama; 
SI; 01015; 18; .; 200; .; Asia; CalhounCounty, Alabama; 
01013; 01017; 93; 10.0977198697; 1.73914165611; 3.64767631324; ButlerCounty, Alabama; ChambersCounty, Alabama; 
01081; 01017; 67; 2.02337450548; 0.316288871129; -4.28914283593; LeeCounty, Alabama; ChambersCounty, Alabama; 
01111; 01017; 12; 2.64317180617; 0.385324655323; 3.95966137027; RandolphCounty, Alabama; ChambersCounty, Alabama; 
01123; 01017; 118; 10.1339745792; 0.411339823017; 3.30297993675; TallapoosaCounty, Alabama; ChambersCounty, Alabama; 
13285; 01017; 254; 10.8112709628; 0.381712588213; -3.99303923181; TroupCounty, Georgia; ChambersCounty, Alabama; 
01015; 01019; 10; 0.427149630516; 0.342066850192; -4.34539333709; CalhounCounty, Alabama; CherokeeCounty, Alabama; 
01055; 01019; 28; 1.79671457906; 0.380830211512; -4.15606431234; EtowahCounty, Alabama; CherokeeCounty, Alabama; 
13115; 01019; 9; 0.704942429702; 0.481367905037; -4.06096211309; FloydCounty, Georgia; CherokeeCounty, Alabama; 
01073; 01021; 5; 0.0181318402367; 0.719740487954; -5.43350261664; JeffersonCounty, Alabama; ChiltonCounty, Alabama; 
01097; 01021; 7; 0.0482263053827; 2.62056029505; -5.1483681712; MobileCounty, Alabama; ChiltonCounty, Alabama; 
01117; 01021; 106; 4.80943738657; 0.411766268652; -4.24588264752; ShelbyCounty, Alabama; ChiltonCounty, Alabama; 
01121; 01021; 6; 0.234686693264; 0.754196048783; -4.32512552622; TalladegaCounty, Alabama; ChiltonCounty, Alabama; 
01091; 01023; 16; 1.54246601755; 0.524760030871; -3.66726611938; MarengoCounty, Alabama; ChoctawCounty, Alabama; 
01119; 01023; 12; 1.19676872444; 0.608360419488; -3.63367040605; SumterCounty, Alabama; ChoctawCounty, Alabama; 
48201; 01023; 17; 0.0212842410227; 7.45605097086; -5.89926661535; HarrisCounty, Texas; ChoctawCounty, Alabama; 
01097; 01025; 9; 0.0620052497778; 1.06995766739; -5.12668975164; MobileCounty, Alabama; ClarkeCounty, Alabama; 
01131; 01025; 39; 4.5280390108; 0.599643227261; 3.4255342205; WilcoxCounty, Alabama; ClarkeCounty, Alabama; 
01015; 01029; 9; 0.384434667464; 0.322243696602; -4.36114208775; CalhounCounty, Alabama; CleburneCounty, Alabama; 
01027; 01029; 8; 4.11522633745; 0.531924449523; -3.17666993267; ClayCounty, Alabama; CleburneCounty, Alabama; 
01073; 01029; 3; 0.010879104142; 1.38547696119; -5.43983145117; JeffersonCounty, Alabama; CleburneCounty, Alabama; 
01005; 01031; 16; 1.27520522834; 72.6716929433; -3.58512218631; BarbourCounty, Alabama; CoffeeCounty, Alabama; 
01011; 01031; 12; 1.55179102548; 72.7497459164; 2.98542647408; BullockCounty, Alabama; CoffeeCounty, Alabama; 
01045; 01031; 11; 1.13742115603; 73.1179689929; -2.98721922991; DaleCounty, Alabama; CoffeeCounty, Alabama; 
01051; 01031; 10; 0.615384615385; 72.7407144328; -3.87794695163; ElmoreCounty, Alabama; CoffeeCounty, Alabama; 
01061; 01031; 4; 1.87178287319; 73.5054072669; 3.81710240426; GenevaCounty, Alabama; CoffeeCounty, Alabama; 
01069; 01031; 71; 2.63813027162; 73.0698835995; -4.26038148759; HoustonCounty, Alabama; CoffeeCounty, Alabama; 
01083; 01031; 9; 0.815808556925; 71.9487068162; -3.36772854609; LimestoneCounty, Alabama; CoffeeCounty, Alabama; 
01097; 01031; 10; 0.0688947219753; 75.5459324624; -5.13497035718; MobileCounty, Alabama; CoffeeCounty, Alabama; 
01099; 01031; 17; 1.89267423736; 74.3439345562; -2.45024910832; MonroeCounty, Alabama; CoffeeCounty, Alabama; 
01101; 01031; 5; 0.0405127290995; 73.0463453969; -5.05963156688; MontgomeryCounty, Alabama; CoffeeCounty, Alabama; 
