fromFIPS; toFIPS; flow; weightedflow; distance; popdiff; fromname; toname;
01101; 01001; 48; 7.53177467441; 0.552102934243; -3.63718942215; MontgomeryCounty, Alabama; AutaugaCounty, Alabama; 
01001; 01003; 9; 4.4776119403; 2.17647121966; 3.82112032378; AutaugaCounty, Alabama; BaldwinCounty, Alabama; 
01097; 01003; 12; 0.874444363477; 0.451209862481; -3.70663245087; MobileCounty, Alabama; BaldwinCounty, Alabama; 
01117; 01003; 18; 2.92018170019; 2.81418977683; 3.39269695326; ShelbyCounty, Alabama; BaldwinCounty, Alabama; 
22051; 01003; 14; 0.89160616482; 2.56536953478; -3.84929654083; JeffersonParish, Louisiana; BaldwinCounty, Alabama; 
01067; 01005; 8; 9.29152148664; 0.390504724683; 2.38916608436; HenryCounty, Alabama; BarbourCounty, Alabama; 
13239; 01005; 17; 151.785714286; 0.396206827301; 2.9973863844; QuitmanCounty, Georgia; BarbourCounty, Alabama; 
01125; 01007; 62; 11.258398402; 0.481532813004; -3.66332393363; TuscaloosaCounty, Alabama; BibbCounty, Alabama; 
01007; 01009; 3; 3.55871886121; 1.11272753628; 3.16672605558; BibbCounty, Alabama; BlountCounty, Alabama; 
01073; 01009; 102; 4.95337995338; 0.536856116664; -4.26199994865; JeffersonCounty, Alabama; BlountCounty, Alabama; 
26163; 01009; 10; 0.179417252763; 8.94061406896; -4.72774453084; WayneCounty, Michigan; BlountCounty, Alabama; 
01101; 01013; 3; 0.47073591715; 0.657938910538; -3.74374487859; MontgomeryCounty, Alabama; ButlerCounty, Alabama; 
01121; 01015; 28; 8.0738177624; 0.535562452007; 3.00817418401; TalladegaCounty, Alabama; CalhounCounty, Alabama; 
12021; 01015; 12; 0.49509035399; 8.83854286011; -4.295589089; CollierCounty, Florida; CalhounCounty, Alabama; 
01013; 01017; 8; 9.48991696323; 1.73914165611; 2.87390159786; ButlerCounty, Alabama; ChambersCounty, Alabama; 
13115; 01019; 14; 3.80641653072; 0.481367905037; -3.3961993471; FloydCounty, Georgia; CherokeeCounty, Alabama; 
01091; 01023; 1; 1.100110011; 0.524760030871; -2.27184160654; MarengoCounty, Alabama; ChoctawCounty, Alabama; 
01015; 01027; 14; 3.13901345291; 0.505445803227; -3.57518784493; CalhounCounty, Alabama; ClayCounty, Alabama; 
01015; 01029; 13; 2.91479820628; 0.322243696602; -3.58035466111; CalhounCounty, Alabama; CleburneCounty, Alabama; 
13143; 01029; 10; 8.74125874126; 0.320707732991; -2.68930885912; HaralsonCounty, Georgia; CleburneCounty, Alabama; 
01045; 01031; 2; 1.16076610563; 73.1179689929; 2.08278537032; DaleCounty, Alabama; CoffeeCounty, Alabama; 
01069; 01031; 20; 5.22193211488; 73.0698835995; -3.29797924416; HoustonCounty, Alabama; CoffeeCounty, Alabama; 
01109; 01031; 6; 4.73933649289; 73.1191247604; 2.76192783842; PikeCounty, Alabama; CoffeeCounty, Alabama; 
01059; 01033; 4; 2.849002849; 0.264460583074; 3.06632592536; FranklinCounty, Alabama; ColbertCounty, Alabama; 
01077; 01033; 19; 4.38292964245; 0.25110007965; -3.24699069924; LauderdaleCounty, Alabama; ColbertCounty, Alabama; 
01103; 01033; 5; 1.12968820606; 0.98685190885; -3.26881190374; MorganCounty, Alabama; ColbertCounty, Alabama; 
01101; 01037; 8; 1.25529577907; 0.728876532754; -3.76819396163; MontgomeryCounty, Alabama; CoosaCounty, Alabama; 
01121; 01037; 6; 1.73010380623; 0.442988261696; -3.47114496516; TalladegaCounty, Alabama; CoosaCounty, Alabama; 
01003; 01039; 4; 0.472032098183; 1.42297624014; -3.8347385189; BaldwinCounty, Alabama; CovingtonCounty, Alabama; 
12091; 01039; 7; 1.05152471083; 0.596104663629; -3.70053065698; OkaloosaCounty, Florida; CovingtonCounty, Alabama; 
01009; 01043; 18; 8.01781737194; 0.339225957144; 3.13161866435; BlountCounty, Alabama; CullmanCounty, Alabama; 
01089; 01043; 40; 3.6989088219; 0.707852053751; -3.85823633543; MadisonCounty, Alabama; CullmanCounty, Alabama; 
01095; 01043; 4; 1.03332472229; 0.575680050028; -2.43456890403; MarshallCounty, Alabama; CullmanCounty, Alabama; 
01117; 01043; 3; 0.486696950032; 0.889764131666; -3.40908736945; ShelbyCounty, Alabama; CullmanCounty, Alabama; 
SI; 01043; 8; .; 200; .; Asia; CullmanCounty, Alabama; 
01069; 01045; 6; 1.56657963446; 0.41507572803; -3.32304573548; HoustonCounty, Alabama; DaleCounty, Alabama; 
SI; 01045; 9; .; 200; .; Asia; DaleCounty, Alabama; 
01125; 01047; 4; 0.726348284002; 1.04026301482; -3.60895369928; TuscaloosaCounty, Alabama; DallasCounty, Alabama; 
01045; 01049; 26; 15.0899593732; 3.03653558188; 3.11260500153; DaleCounty, Alabama; DeKalbCounty, Alabama; 
01055; 01049; 20; 4.54338936847; 0.473230535786; -3.14082218011; EtowahCounty, Alabama; DeKalbCounty, Alabama; 
01089; 01049; 2; 0.184945441095; 0.806318361443; -3.89181611952; MadisonCounty, Alabama; DeKalbCounty, Alabama; 
13047; 01049; 46; 18.6991869919; 0.79784091146; 2.74741180789; CatoosaCounty, Georgia; DeKalbCounty, Alabama; 
SI; 01049; 17; .; 200; .; Asia; DeKalbCounty, Alabama; 
01001; 01051; 9; 4.4776119403; 0.505382726258; 2.64836001098; AutaugaCounty, Alabama; ElmoreCounty, Alabama; 
01021; 01051; 16; 8.86917960089; 0.637875732412; 2.81358098857; ChiltonCounty, Alabama; ElmoreCounty, Alabama; 
01101; 01051; 7; 1.09838380668; 0.398314159929; -3.59306443166; MontgomeryCounty, Alabama; ElmoreCounty, Alabama; 
01123; 01051; 13; 5.84795321637; 0.434275776437; 2.36548798489; TallapoosaCounty, Alabama; ElmoreCounty, Alabama; 
12033; 01051; 11; 0.959190791768; 2.31813309583; -3.95486937107; EscambiaCounty, Florida; ElmoreCounty, Alabama; 
