fromFIPS; toFIPS; flow; weightedflow; distance; popdiff; fromname; toname;
01051; 01001; 7; 1.66034155598; 0.505382726258; -3.11327469246; ElmoreCounty, Alabama; AutaugaCounty, Alabama; 
01101; 01001; 51; 3.93791985175; 0.552102934243; -4.00143081225; MontgomeryCounty, Alabama; AutaugaCounty, Alabama; 
01069; 01003; 16; 2.36686390533; 2.49998625996; 3.87863667303; HoustonCounty, Alabama; BaldwinCounty, Alabama; 
01073; 01003; 70; 1.66936945531; 3.0162963863; -4.44106640664; JeffersonCounty, Alabama; BaldwinCounty, Alabama; 
01095; 01003; 15; 2.36108924917; 3.91836770225; 3.90140382683; MarshallCounty, Alabama; BaldwinCounty, Alabama; 
01097; 01003; 29; 1.19755533532; 0.451209862481; -3.99537190603; MobileCounty, Alabama; BaldwinCounty, Alabama; 
01101; 01003; 26; 2.00756698324; 2.18255634521; 3.13703745479; MontgomeryCounty, Alabama; BaldwinCounty, Alabama; 
22071; 01003; 12; 0.652351182387; 2.27113569828; -3.60991441009; OrleansParish, Louisiana; BaldwinCounty, Alabama; 
SI; 01003; 12; .; 200; .; Asia; BaldwinCounty, Alabama; 
01069; 01005; 17; 2.51479289941; 0.720804453371; -3.70337736851; HoustonCounty, Alabama; BarbourCounty, Alabama; 
01003; 01007; 6; 0.424238139009; 2.43651406111; -4.10971350479; BaldwinCounty, Alabama; BibbCounty, Alabama; 
01021; 01007; 6; 2.21402214022; 0.431948480724; -3.15866398081; ChiltonCounty, Alabama; BibbCounty, Alabama; 
01007; 01009; 2; 1.53727901614; 1.11272753628; 3.38147609028; BibbCounty, Alabama; BlountCounty, Alabama; 
01055; 01009; 4; 0.543183052689; 0.537404763656; -3.56300618706; EtowahCounty, Alabama; BlountCounty, Alabama; 
01089; 01009; 15; 0.750562922192; 0.786966759146; -4.21157436348; MadisonCounty, Alabama; BlountCounty, Alabama; 
01115; 01009; 10; 2.12947189097; 0.365051790846; -2.99475694459; St.ClairCounty, Alabama; BlountCounty, Alabama; 
26163; 01009; 13; 0.118289353958; 8.94061406896; -5.0260918003; WayneCounty, Michigan; BlountCounty, Alabama; 
SI; 01009; 6; .; 200; .; Asia; BlountCounty, Alabama; 
01073; 01011; 6; 0.143088810455; 1.87034258359; -4.61613929131; JeffersonCounty, Alabama; BullockCounty, Alabama; 
01101; 01013; 16; 1.23542583584; 0.657938910538; -4.05234759922; MontgomeryCounty, Alabama; ButlerCounty, Alabama; 
01029; 01015; 15; 13.7994480221; 0.322243696602; 3.81822589361; CleburneCounty, Alabama; CalhounCounty, Alabama; 
01073; 01015; 17; 0.405418296289; 1.09596117176; -4.53485073615; JeffersonCounty, Alabama; CalhounCounty, Alabama; 
01111; 01015; 5; 2.57334019557; 0.595342204115; 3.75769962509; RandolphCounty, Alabama; CalhounCounty, Alabama; 
01121; 01015; 61; 11.619047619; 0.535562452007; 3.38327665041; TalladegaCounty, Alabama; CalhounCounty, Alabama; 
12021; 01015; 18; 0.392139776045; 8.83854286011; -4.58246109452; CollierCounty, Florida; CalhounCounty, Alabama; 
SI; 01015; 9; .; 200; .; Asia; CalhounCounty, Alabama; 
01013; 01017; 8; 4.83383685801; 1.73914165611; 2.98587535731; ButlerCounty, Alabama; ChambersCounty, Alabama; 
01081; 01017; 2; 0.365563882288; 0.316288871129; -3.45453998496; LeeCounty, Alabama; ChambersCounty, Alabama; 
01055; 01019; 5; 0.678978815861; 0.380830211512; -3.73575853744; EtowahCounty, Alabama; CherokeeCounty, Alabama; 
13045; 01019; 5; 0.957487552662; 0.752723707611; -3.51851393988; CarrollCounty, Georgia; CherokeeCounty, Alabama; 
01129; 01025; 8; 7.26612170754; 0.473934088244; 2.89927318732; WashingtonCounty, Alabama; ClarkeCounty, Alabama; 
01045; 01031; 5; 1.57529930687; 73.1179689929; 2.41161970596; DaleCounty, Alabama; CoffeeCounty, Alabama; 
01081; 01031; 4; 0.731127764577; 72.1437899393; -3.30941722578; LeeCounty, Alabama; CoffeeCounty, Alabama; 
01101; 01031; 5; 0.386070573701; 73.0463453969; -3.97859132682; MontgomeryCounty, Alabama; CoffeeCounty, Alabama; 
06079; 01031; 28; 1.36505460218; 99.8215377313; -4.23248786635; SanLuisObispoCounty, California; CoffeeCounty, Alabama; 
01059; 01033; 11; 5.6208482371; 0.264460583074; 3.36304759452; FranklinCounty, Alabama; ColbertCounty, Alabama; 
01077; 01033; 7; 0.963656387665; 0.25110007965; -3.47712125472; LauderdaleCounty, Alabama; ColbertCounty, Alabama; 
01003; 01039; 5; 0.353531782507; 1.42297624014; -4.0318526314; BaldwinCounty, Alabama; CovingtonCounty, Alabama; 
12033; 01039; 16; 0.783545543585; 1.09198781129; -4.23141861391; EscambiaCounty, Florida; CovingtonCounty, Alabama; 
12091; 01039; 12; 0.990099009901; 0.596104663629; -3.94141204037; OkaloosaCounty, Florida; CovingtonCounty, Alabama; 
12131; 01039; 12; 2.97397769517; 0.67040264021; -2.81491318128; WaltonCounty, Florida; CovingtonCounty, Alabama; 
01101; 01041; 13; 1.00378349162; 0.484736835819; -4.0774769195; MontgomeryCounty, Alabama; CrenshawCounty, Alabama; 
01109; 01041; 4; 2.079002079; 0.383011879711; -2.96661098668; PikeCounty, Alabama; CrenshawCounty, Alabama; 
01073; 01043; 18; 0.429266431365; 0.579143799069; -4.55892446439; JeffersonCounty, Alabama; CullmanCounty, Alabama; 
01095; 01043; 2; 0.31481189989; 0.575680050028; -2.80550085816; MarshallCounty, Alabama; CullmanCounty, Alabama; 
01103; 01043; 15; 1.96412203745; 0.323304948926; -3.28397928424; MorganCounty, Alabama; CullmanCounty, Alabama; 
01125; 01043; 31; 3.20944197122; 1.06566967208; -3.59604700755; TuscaloosaCounty, Alabama; CullmanCounty, Alabama; 
01133; 01043; 33; 17.019082001; 0.495476760303; 3.57691695597; WinstonCounty, Alabama; CullmanCounty, Alabama; 
01043; 01045; 11; 1.95243166489; 2.98062371493; -3.39058187855; CullmanCounty, Alabama; DaleCounty, Alabama; 
01069; 01045; 30; 4.43786982249; 0.41507572803; -3.55436800099; HoustonCounty, Alabama; DaleCounty, Alabama; 
01001; 01047; 10; 3.40947834981; 0.511794734244; -2.46686762035; AutaugaCounty, Alabama; DallasCounty, Alabama; 
01101; 01047; 4; 0.308856458961; 0.919719663811; -4.01330078686; MontgomeryCounty, Alabama; DallasCounty, Alabama; 
13055; 01049; 15; 8.74635568513; 0.458889888753; 3.41547416811; ChattoogaCounty, Georgia; DeKalbCounty, Alabama; 
12033; 01051; 10; 0.48971596474; 2.31813309583; -4.21229416666; EscambiaCounty, Florida; ElmoreCounty, Alabama; 
12033; 01053; 8; 0.391772771792; 0.537872075869; -4.25127311367; EscambiaCounty, Florida; EscambiaCounty, Alabama; 
12113; 01053; 27; 3.18508906453; 0.445629049771; -3.77026273817; SantaRosaCounty, Florida; EscambiaCounty, Alabama; 
01009; 01055; 33; 8.66369125755; 0.537404763656; 3.55327604614; BlountCounty, Alabama; EtowahCounty, Alabama; 
01015; 01055; 39; 5.15123497556; 0.34788276761; -2.27184160654; CalhounCounty, Alabama; EtowahCounty, Alabama; 
01051; 01055; 2; 0.474383301708; 1.45443770922; 3.50078517292; ElmoreCounty, Alabama; EtowahCounty, Alabama; 
01073; 01055; 11; 0.262329485834; 0.993705212827; -4.53842291093; JeffersonCounty, Alabama; EtowahCounty, Alabama; 
