fromFIPS; toFIPS; flow; weightedflow; distance; popdiff; fromname; toname;
01051; 01001; 25; 6.00528465049; 0.505382726258; -3.21457895357; ElmoreCounty, Alabama; AutaugaCounty, Alabama; 
01125; 01001; 40; 5.23012552301; 1.1575628579; -3.70960912107; TuscaloosaCounty, Alabama; AutaugaCounty, Alabama; 
01047; 01003; 10; 4.2662116041; 1.78950422743; 4.00328815883; DallasCounty, Alabama; BaldwinCounty, Alabama; 
01053; 01003; 35; 17.5438596491; 0.739951356509; 4.01807606365; EscambiaCounty, Alabama; BaldwinCounty, Alabama; 
01073; 01003; 25; 0.846367391157; 3.0162963863; -4.23345302204; JeffersonCounty, Alabama; BaldwinCounty, Alabama; 
01097; 01003; 14; 0.687521485046; 0.451209862481; -3.89998456255; MobileCounty, Alabama; BaldwinCounty, Alabama; 
01101; 01003; 13; 1.28763866878; 2.18255634521; 3.36623612372; MontgomeryCounty, Alabama; BaldwinCounty, Alabama; 
01003; 01005; 5; 0.417188151856; 2.63550722253; -4.02015403164; BaldwinCounty, Alabama; BarbourCounty, Alabama; 
01067; 01005; 18; 15.7068062827; 0.390504724683; 2.56110138365; HenryCounty, Alabama; BarbourCounty, Alabama; 
13239; 01005; 13; 45.9363957597; 0.396206827301; 3.08884456273; QuitmanCounty, Georgia; BarbourCounty, Alabama; 
01003; 01007; 3; 0.250312891114; 2.43651406111; -4.03742649794; BaldwinCounty, Alabama; BibbCounty, Alabama; 
01055; 01009; 41; 7.30837789661; 0.537404763656; -3.32572085802; EtowahCounty, Alabama; BlountCounty, Alabama; 
01073; 01009; 2; 0.0677093912926; 0.536856116664; -4.41572436177; JeffersonCounty, Alabama; BlountCounty, Alabama; 
01089; 01009; 3; 0.199693802836; 0.786966759146; -4.06182930729; MadisonCounty, Alabama; BlountCounty, Alabama; 
01097; 01009; 6; 0.29465206502; 3.67393643113; -4.22711508259; MobileCounty, Alabama; BlountCounty, Alabama; 
01115; 01009; 19; 3.6778939218; 0.365051790846; -3.22349594096; St.ClairCounty, Alabama; BlountCounty, Alabama; 
01029; 01015; 18; 19.5652173913; 0.322243696602; 3.69836156606; CleburneCounty, Alabama; CalhounCounty, Alabama; 
01069; 01015; 7; 1.2962962963; 2.66604414817; 2.71011736511; HoustonCounty, Alabama; CalhounCounty, Alabama; 
01095; 01015; 10; 2.08333333333; 0.733709513363; 3.04649516433; MarshallCounty, Alabama; CalhounCounty, Alabama; 
01101; 01015; 7; 0.693343898574; 1.61379283057; -3.62148786458; MontgomeryCounty, Alabama; CalhounCounty, Alabama; 
01125; 01015; 1; 0.130753138075; 1.76716222798; -3.23929947913; TuscaloosaCounty, Alabama; CalhounCounty, Alabama; 
01081; 01017; 9; 1.63695889414; 0.316288871129; -3.55509444858; LeeCounty, Alabama; ChambersCounty, Alabama; 
13285; 01017; 19; 5.91531755915; 0.381712588213; -3.1152775914; TroupCounty, Georgia; ChambersCounty, Alabama; 
01017; 01019; 4; 2.08877284595; 1.18111655648; 2.11727129566; ChambersCounty, Alabama; CherokeeCounty, Alabama; 
13115; 01019; 16; 3.66804218249; 0.481367905037; -3.36473855506; FloydCounty, Georgia; CherokeeCounty, Alabama; 
01117; 01021; 29; 3.07855626327; 0.411766268652; -3.86314434625; ShelbyCounty, Alabama; ChiltonCounty, Alabama; 
01091; 01023; 4; 3.45125107852; 0.524760030871; -2.49136169383; MarengoCounty, Alabama; ChoctawCounty, Alabama; 
01097; 01025; 6; 0.29465206502; 1.06995766739; -4.2805100797; MobileCounty, Alabama; ClarkeCounty, Alabama; 
01015; 01029; 18; 3.10344827586; 0.322243696602; -3.688419822; CalhounCounty, Alabama; CleburneCounty, Alabama; 
06079; 01031; 3; 0.198780811026; 99.8215377313; -4.09760432887; SanLuisObispoCounty, California; CoffeeCounty, Alabama; 
