fromFIPS; toFIPS; flow; weightedflow; distance; popdiff; fromname; toname;
01051; 01001; 17; 3.8125140166; 0.505382726258; -3.24575935597; ElmoreCounty, Alabama; AutaugaCounty, Alabama; 
01101; 01001; 5; 0.391788120984; 0.552102934243; -4.0027706281; MontgomeryCounty, Alabama; AutaugaCounty, Alabama; 
01015; 01003; 31; 4.06877542985; 3.65889443685; 3.80577263194; CalhounCounty, Alabama; BaldwinCounty, Alabama; 
01047; 01003; 10; 3.53731871242; 1.78950422743; 4.04867481499; DallasCounty, Alabama; BaldwinCounty, Alabama; 
01053; 01003; 32; 13.9616055846; 0.739951356509; 4.06896466594; EscambiaCounty, Alabama; BaldwinCounty, Alabama; 
01065; 01003; 8; 6.71140939597; 2.09711021408; 4.10792190019; HaleCounty, Alabama; BaldwinCounty, Alabama; 
01069; 01003; 14; 2.23642172524; 2.49998625996; 3.88946978397; HoustonCounty, Alabama; BaldwinCounty, Alabama; 
01081; 01003; 2; 0.267845185483; 3.08361736277; 3.81597600097; LeeCounty, Alabama; BaldwinCounty, Alabama; 
01097; 01003; 70; 2.72968335673; 0.451209862481; -4.06561705573; MobileCounty, Alabama; BaldwinCounty, Alabama; 
01099; 01003; 25; 17.4581005587; 0.989974267342; 4.09971516235; MonroeCounty, Alabama; BaldwinCounty, Alabama; 
01117; 01003; 10; 0.815328169588; 2.81418977683; 3.2425414283; ShelbyCounty, Alabama; BaldwinCounty, Alabama; 
47157; 01003; 16; 0.298084805127; 5.00905088215; -4.59838555995; ShelbyCounty, Tennessee; BaldwinCounty, Alabama; 
01011; 01005; 14; 16.7865707434; 0.388106235456; 2.89652621749; BullockCounty, Alabama; BarbourCounty, Alabama; 
01021; 01007; 24; 8.70511425462; 0.431948480724; -3.14488541829; ChiltonCounty, Alabama; BibbCounty, Alabama; 
01073; 01007; 12; 0.302732157723; 0.584970187275; -4.5829492381; JeffersonCounty, Alabama; BibbCounty, Alabama; 
01083; 01007; 8; 1.6168148747; 1.80030548797; -3.55473137668; LimestoneCounty, Alabama; BibbCounty, Alabama; 
01101; 01007; 7; 0.548503369378; 1.22969578758; -4.05694294567; MontgomeryCounty, Alabama; BibbCounty, Alabama; 
01073; 01009; 18; 0.454098236585; 0.536856116664; -4.55560223985; JeffersonCounty, Alabama; BlountCounty, Alabama; 
01115; 01009; 16; 2.89330922242; 0.365051790846; -3.26316246496; St.ClairCounty, Alabama; BlountCounty, Alabama; 
01005; 01011; 9; 5.45785324439; 0.388106235456; -2.89762709129; BarbourCounty, Alabama; BullockCounty, Alabama; 
01053; 01011; 3; 1.30890052356; 1.7511086317; -3.1562461904; EscambiaCounty, Alabama; BullockCounty, Alabama; 
01073; 01011; 11; 0.277504477913; 1.87034258359; -4.58860780474; JeffersonCounty, Alabama; BullockCounty, Alabama; 
01101; 01013; 4; 0.313430496787; 0.657938910538; -4.0528477834; MontgomeryCounty, Alabama; ButlerCounty, Alabama; 
01003; 01015; 12; 0.885151582208; 3.65889443685; -3.76723009811; BaldwinCounty, Alabama; CalhounCounty, Alabama; 
01049; 01015; 4; 0.883782589483; 0.689450940967; 3.50242711998; DeKalbCounty, Alabama; CalhounCounty, Alabama; 
